파차, 70, 189
마사, 93, 153
가아, 77, 153
차라, 92, 195
다마, 97, 147
바타, 86, 149
다자, 92, 190
아아, 72, 140
아가, 52, 199
마하, 48, 174
마아, 67, 166
사자, 54, 199
파나, 43, 163
사아, 89, 140
하다, 45, 140
라차, 64, 171
파타, 82, 176
다다, 86, 163
차타, 56, 193
하타, 41, 149
사파, 44, 148
파자, 67, 143
라가, 82, 140
가자, 87, 175
사카, 41, 188
카사, 62, 162
아나, 46, 168
차아, 53, 146
가타, 83, 142
하마, 54, 144
바마, 80, 191
나하, 88, 173
나가, 98, 162
자자, 89, 177
바바, 57, 196
자다, 91, 141
하가, 97, 179
카차, 44, 169
카다, 64, 180
사나, 79, 154
차마, 71, 151
타아, 67, 195
카카, 83, 145
카하, 60, 159
타다, 49, 193
파차, 83, 164
하바, 45, 159
자마, 84, 156
차하, 89, 162
사아, 82, 156
차사, 46, 188
나타, 91, 184
아타, 99, 141
바자, 57, 185
사타, 40, 148
차차, 86, 199
차사, 85, 142
파마, 41, 160
자카, 43, 167
카마, 92, 169
하라, 60, 162
사나, 58, 143
라다, 86, 166
바자, 89, 153
아라, 71, 182
카바, 43, 162
바가, 42, 171
차타, 96, 176
라타, 80, 192
자차, 54, 199
파나, 75, 181
라나, 59, 181
사라, 72, 152
나바, 80, 162
카파, 42, 176
바라, 58, 146
차바, 61, 168
가가, 69, 185
자나, 68, 162
나바, 73, 176
카카, 46, 153
나하, 57, 173
하마, 65, 143
다하, 92, 161
바사, 42, 142
카카, 53, 145
아사, 47, 180
자파, 56, 187
자라, 64, 189
자나, 69, 154
마자, 50, 188
차마, 85, 149
하나, 57, 162
자하, 43, 183
카사, 68, 165
나자, 46, 197
타카, 88, 155
사차, 82, 147
마다, 52, 176
나바, 53, 151
카아, 77, 187
파가, 59, 167
하가, 63, 176
아바, 65, 143
차라, 71, 199
가사, 85, 164
가아, 61, 176
바가, 40, 179
가파, 96, 144
다차, 76, 159
차나, 71, 191
자타, 73, 183
하파, 85, 188
하다, 86, 150
자차, 69, 169
마바, 81, 191
아사, 69, 154
카차, 74, 161
카파, 48, 174
마아, 86, 175
사마, 48, 142
나바, 56, 167
마바, 51, 142
차나, 95, 178
라마, 97, 196
타차, 88, 178
나파, 66, 161
다나, 56, 194
하타, 90, 152
카자, 40, 171
바하, 92, 151
아카, 61, 184
아아, 63, 146
나아, 44, 185
하다, 95, 198
바마, 47, 198
하파, 62, 140
바나, 50, 181
사하, 76, 170
가나, 74, 173
마타, 87, 177
사카, 47, 196
카사, 92, 170
타사, 92, 154
사카, 49, 172
다사, 81, 183
나차, 54, 155
다바, 63, 157
하하, 87, 173
자다, 77, 143
가다, 58, 156
파하, 89, 153
가타, 99, 159
타파, 77, 180
하나, 59, 172
라나, 65, 166
다라, 82, 195
타가, 88, 161
하하, 79, 182
바가, 45, 196
아사, 42, 174
마라, 90, 151
타카, 67, 152
라바, 91, 184
라나, 58, 195
사바, 84, 161
다다, 58, 167
아다, 95, 197
가아, 56, 148
자하, 84, 172
자아, 83, 191
하가, 84, 199
라마, 40, 160
타하, 97, 172
가다, 75, 196
마자, 98, 180
아차, 65, 164
아가, 49, 170
차차, 66, 142
차마, 85, 156
가마, 41, 192
하자, 60, 165
자하, 41, 184
마카, 65, 147
자다, 97, 178
차마, 98, 144
차타, 58, 194
타라, 45, 169
라라, 49, 186
다하, 48, 168
바마, 51, 151
카차, 40, 199
바라, 59, 184
파아, 54, 189
자아, 48, 176
카타, 98, 169
차나, 78, 184
카파, 73, 193
파가, 63, 194
아바, 73, 191
바마, 46, 175
나타, 64, 190
나마, 80, 198
마가, 82, 180
아나, 43, 149
사자, 56, 141
카가, 70, 185
다마, 93, 156
타마, 80, 188
가차, 97, 178
차바, 57, 155
가타, 99, 179
나카, 63, 189
마자, 48, 154
자카, 46, 175
타바, 58, 168
가차, 80, 157
사마, 87, 142
가타, 88, 148
마자, 91, 153
다사, 71, 140
바카, 49, 171
사나, 49, 152
라카, 42, 150
타타, 57, 148
차사, 85, 169
타자, 70, 186
바카, 77, 153
마다, 59, 168
아가, 66, 187
나파, 80, 187
차자, 83, 191
카사, 97, 149
다라, 87, 165
자아, 79, 141
나파, 87, 162
바카, 95, 151
나하, 95, 157
나자, 50, 153
차바, 60, 160
타아, 65, 148
자마, 82, 159
라자, 84, 180
바아, 99, 185
타자, 71, 154
마타, 83, 184
나마, 94, 165
라아, 87, 187
자카, 57, 141
자아, 48, 156
파아, 82, 151
마사, 86, 178
바바, 40, 157
카파, 99, 177
타자, 46, 177
바라, 66, 163
마사, 41, 157
가라, 76, 181
나타, 75, 164
타사, 52, 191
가가, 49, 168
나아, 70, 187
차타, 88, 160
나파, 48, 169
다카, 73, 151
사파, 49, 163
차마, 71, 162
가차, 95, 170
차라, 46, 156
다바, 84, 189
자아, 65, 169
타아, 75, 160
마사, 67, 170
라차, 42, 154
아바, 53, 172
가마, 77, 173
차파, 64, 187
다자, 72, 196
하카, 45, 147
사아, 98, 161
바사, 59, 196
나사, 41, 191
하다, 76, 170
라라, 49, 140
파파, 45, 175
사마, 92, 198
사라, 66, 166
다아, 71, 198
나라, 83, 173
카사, 60, 182
아타, 57, 166
사차, 86, 149
가라, 86, 161
가다, 86, 165
마하, 90, 147
가아, 87, 156
아라, 47, 149
차다, 92, 152
다라, 64, 157
차파, 44, 144
사하, 99, 186
차가, 54, 155
아카, 52, 199
다가, 82, 148
마카, 52, 168
타파, 71, 143
파가, 73, 180
사자, 75, 147
차사, 74, 140
자하, 92, 170
나다, 60, 181
카자, 57, 183
아가, 42, 192
라라, 58, 189
아가, 71, 183
마타, 81, 190
하사, 77, 172
카가, 44, 148
아가, 84, 161
자마, 90, 199
바파, 95, 189
바파, 46, 162
카사, 76, 149
다사, 66, 146
바마, 75, 178
자자, 52, 141
카바, 81, 149
다바, 47, 164
하아, 45, 182
카마, 98, 191
타자, 98, 183
카마, 68, 172
카아, 45, 162
가아, 65, 162
하아, 55, 182
파가, 78, 145
바아, 97, 149
아파, 54, 182
사자, 47, 186
파차, 71, 155
차사, 93, 185
사나, 82, 198
다아, 57, 171
라차, 78, 173
카차, 84, 151
차자, 92, 180
나가, 84, 176
자라, 76, 153
가차, 91, 198
하마, 94, 156
마하, 97, 175
파하, 66, 144
가사, 42, 171
다아, 55, 196
바타, 41, 186
차바, 75, 187
바사, 93, 146
아다, 49, 152
하카, 96, 188
아차, 90, 184
사나, 44, 197
자차, 97, 178
타아, 71, 155
아마, 40, 141
가차, 56, 141
아차, 63, 188
마파, 95, 197
라카, 71, 190
나자, 78, 185
다바, 65, 195
파타, 92, 193
다카, 68, 148
마다, 94, 176
라마, 80, 168
파나, 84, 155
자나, 98, 191
하나, 90, 188
아마, 55, 191
마타, 94, 177
자바, 48, 158
나하, 95, 193
카나, 60, 151
카바, 98, 150
하라, 80, 193
아차, 77, 150
나카, 92, 169
사마, 78, 194
아아, 58, 170
파자, 73, 188
가카, 79, 147
타차, 56, 150
카다, 50, 175
아타, 96, 160
가가, 73, 152
가차, 93, 155
바가, 60, 169
자가, 63, 144
차타, 69, 187
가가, 75, 185
차하, 64, 185
마자, 51, 171
차라, 80, 167
마카, 65, 152
타바, 43, 178
라다, 63, 141
카하, 79, 169
아바, 97, 198
라자, 80, 187
파라, 44, 143
아파, 80, 176
타다, 71, 197
차사, 42, 172
다바, 54, 148
바하, 83, 165
바파, 53, 181
라하, 80, 180
하나, 67, 196
아자, 62, 183
타바, 59, 197
다자, 48, 185
하나, 92, 164
바라, 52, 143
차카, 60, 193
다하, 91, 184
라사, 63, 156
사하, 61, 189
다나, 69, 168
다하, 46, 184
하파, 61, 145
차마, 95, 184
가차, 98, 170
타바, 65, 141
차다, 86, 151
하가, 92, 151
카다, 56, 141
사타, 77, 177
마타, 95, 184
차자, 64, 155
바차, 59, 179
다타, 70, 146
타하, 79, 170
나다, 65, 143
아아, 55, 175
라아, 98, 172
사파, 62, 162
자가, 69, 144
아차, 70, 184
하타, 59, 186
마타, 76, 186
차하, 78, 177
마차, 54, 146
바마, 97, 196
자다, 67, 181
아파, 78, 154
다나, 46, 154
파하, 78, 180
가라, 84, 196
자가, 43, 192
바아, 59, 157
카나, 69, 168
하타, 89, 175
바사, 49, 166
마카, 69, 152
파다, 54, 150
하라, 41, 165
마다, 87, 151
바가, 84, 196
바다, 58, 161
나라, 62, 149
자하, 44, 141
사카, 86, 183
자마, 63, 145
차가, 76, 158
라사, 71, 191
다파, 46, 171
마다, 68, 178
가마, 94, 189
파파, 99, 158
사사, 71, 141
사바, 52, 197
다나, 84, 152
아자, 50, 145
가타, 70, 163
나카, 82, 179
가나, 40, 174
사나, 62, 172
타다, 94, 194
가바, 85, 199
파마, 78, 160
마아, 88, 178
타자, 70, 144
가카, 69, 165
카카, 94, 199
타바, 60, 188
하파, 92, 145
사카, 56, 189
마바, 45, 171
파가, 79, 145
바바, 92, 179
라다, 78, 175
마자, 76, 176
차바, 65, 157
마하, 61, 147
바아, 44, 184
카파, 51, 193
나라, 82, 150
파아, 65, 163
나나, 42, 179
다사, 41, 177
하카, 85, 168
차차, 68, 152
다차, 46, 190
차하, 56, 176
라사, 77, 177
차바, 75, 142
카아, 86, 141
라마, 62, 181
카차, 95, 194
가타, 82, 173
타자, 86, 154
타카, 90, 148
다가, 52, 146
가카, 83, 192
나사, 89, 145
마파, 53, 156
가파, 74, 151
사마, 93, 162
가마, 61, 168
다아, 80, 154
차차, 60, 196
사라, 98, 160
사가, 95, 182
가나, 91, 178
파마, 53, 189
차차, 66, 187
바마, 88, 189
카다, 57, 152
바차, 54, 162
사하, 41, 196
라파, 96, 159
바카, 91, 193
아카, 94, 163
다가, 67, 189
사하, 81, 192
바자, 47, 146
파하, 62, 146
나자, 61, 170
하다, 48, 194
카다, 90, 142
차가, 81, 170
카하, 89, 173
라아, 82, 149
다자, 47, 156
사카, 84, 141
파라, 87, 173
나자, 97, 187
라바, 63, 176
카차, 96, 152
하나, 78, 171
하파, 52, 181
파파, 73, 148
가하, 96, 183
타라, 49, 169
아나, 88, 196
하자, 55, 176
사나, 92, 178
나차, 79, 151
다자, 74, 172
바마, 85, 189
타다, 91, 184
라라, 59, 178
타바, 69, 174
자라, 69, 162
바가, 40, 165
라다, 54, 160
자카, 55, 167
가카, 60, 145
사차, 48, 152
아나, 46, 184
하바, 83, 175
아나, 91, 177
타차, 98, 154
가사, 46, 192
타가, 68, 173
바나, 98, 145
타아, 80, 173
차다, 97, 145
자사, 80, 142
타가, 75, 176
자자, 99, 190
마타, 57, 175
사자, 83, 168
가나, 56, 186
마바, 89, 164
아파, 46, 166
나하, 57, 187
사타, 54, 170
아파, 56, 175
가바, 74, 153
마파, 93, 154
바타, 73, 160
바차, 60, 141
나카, 57, 169
차다, 44, 185
마다, 94, 145
사라, 58, 150
타다, 69, 173
아파, 97, 172
자라, 56, 155
사카, 68, 180
타라, 55, 177
나카, 48, 183
아파, 63, 152
파라, 56, 140
사카, 70, 161
자카, 43, 167
마다, 78, 142
나파, 97, 148
바아, 62, 181
다차, 97, 151
나나, 94, 182
하하, 44, 161
라가, 75, 194
가카, 51, 183
아아, 75, 160
마자, 92, 170
사사, 91, 172
자아, 80, 181
아자, 40, 149
라바, 50, 163
타마, 45, 175
다타, 70, 185
나자, 73, 151
마자, 41, 172
바하, 69, 187
다가, 79, 154
바가, 67, 169
라파, 90, 166
다차, 84, 155
차바, 43, 199
파자, 40, 188
마다, 99, 191
다하, 71, 162
바나, 99, 178
차나, 57, 194
사가, 98, 199
타마, 51, 158
가타, 80, 172
차파, 57, 151
하카, 92, 150
라하, 61, 170
아나, 69, 184
가가, 71, 190
나나, 81, 141
사라, 94, 154
마카, 64, 171
아바, 67, 143
타바, 65, 141
파라, 56, 169
마자, 95, 163
타가, 68, 198
가하, 91, 163
아카, 70, 179
아사, 45, 198
바사, 90, 156
바다, 46, 195
바사, 83, 197
라바, 61, 190
카바, 50, 188
파다, 40, 184
타바, 71, 172
파나, 90, 184
자아, 80, 184
바타, 62, 176
차다, 64, 196
타사, 87, 145
나나, 99, 193
사파, 40, 169
다파, 60, 191
차자, 52, 162
타파, 42, 182
차라, 94, 152
바아, 77, 163
다바, 64, 166
차하, 84, 194
파하, 57, 174
사자, 53, 149
라파, 51, 163
다마, 96, 195
가타, 58, 197
카자, 40, 143
카가, 66, 141
자사, 73, 147
가라, 97, 173
